Compound SMILES,Plate,Well,ch1_path,ch2_path,ch3_path,ch4_path,ch5_path
Oc1ccc(Nc2nc(cs2)-c2ccc(Cl)cc2)cc1,24277,B17,s3://morphology_profiles/filtered_mp/24277-Hoechst/merged_24277-Hoechst_b17.tif,s3://morphology_profiles/filtered_mp/24277-ERSyto/merged_24277-ERSyto_b17.tif,s3://morphology_profiles/filtered_mp/24277-ERSytoBleed/merged_24277-ERSytoBleed_b17.tif,s3://morphology_profiles/filtered_mp/24277-Ph_golgi/merged_24277-Ph_golgi_b17.tif,s3://morphology_profiles/filtered_mp/24277-Mito/merged_24277-Mito_b17.tif
Oc1ccc(Nc2nc(cs2)-c2ccc(Cl)cc2)cc1,24296,B17,s3://morphology_profiles/filtered_mp/24296-Hoechst/merged_24296-Hoechst_b17.tif,s3://morphology_profiles/filtered_mp/24296-ERSyto/merged_24296-ERSyto_b17.tif,s3://morphology_profiles/filtered_mp/24296-ERSytoBleed/merged_24296-ERSytoBleed_b17.tif,s3://morphology_profiles/filtered_mp/24296-Ph_golgi/merged_24296-Ph_golgi_b17.tif,s3://morphology_profiles/filtered_mp/24296-Mito/merged_24296-Mito_b17.tif
Oc1ccc(Nc2nc(cs2)-c2ccc(Cl)cc2)cc1,24308,B17,s3://morphology_profiles/filtered_mp/24308-Hoechst/merged_24308-Hoechst_b17.tif,s3://morphology_profiles/filtered_mp/24308-ERSyto/merged_24308-ERSyto_b17.tif,s3://morphology_profiles/filtered_mp/24308-ERSytoBleed/merged_24308-ERSytoBleed_b17.tif,s3://morphology_profiles/filtered_mp/24308-Ph_golgi/merged_24308-Ph_golgi_b17.tif,s3://morphology_profiles/filtered_mp/24308-Mito/merged_24308-Mito_b17.tif
Oc1ccc(Nc2nc(cs2)-c2ccc(Cl)cc2)cc1,24309,B17,s3://morphology_profiles/filtered_mp/24309-Hoechst/merged_24309-Hoechst_b17.tif,s3://morphology_profiles/filtered_mp/24309-ERSyto/merged_24309-ERSyto_b17.tif,s3://morphology_profiles/filtered_mp/24309-ERSytoBleed/merged_24309-ERSytoBleed_b17.tif,s3://morphology_profiles/filtered_mp/24309-Ph_golgi/merged_24309-Ph_golgi_b17.tif,s3://morphology_profiles/filtered_mp/24309-Mito/merged_24309-Mito_b17.tif
Oc1ccc(Nc2nc(cs2)-c2ccc(Cl)cc2)cc1,25967,B17,s3://morphology_profiles/filtered_mp/25967-Hoechst/merged_25967-Hoechst_b17.tif,s3://morphology_profiles/filtered_mp/25967-ERSyto/merged_25967-ERSyto_b17.tif,s3://morphology_profiles/filtered_mp/25967-ERSytoBleed/merged_25967-ERSytoBleed_b17.tif,s3://morphology_profiles/filtered_mp/25967-Ph_golgi/merged_25967-Ph_golgi_b17.tif,s3://morphology_profiles/filtered_mp/25967-Mito/merged_25967-Mito_b17.tif
Oc1ccc(Nc2nc(cs2)-c2ccc(Cl)cc2)cc1,25968,B17,s3://morphology_profiles/filtered_mp/25968-Hoechst/merged_25968-Hoechst_b17.tif,s3://morphology_profiles/filtered_mp/25968-ERSyto/merged_25968-ERSyto_b17.tif,s3://morphology_profiles/filtered_mp/25968-ERSytoBleed/merged_25968-ERSytoBleed_b17.tif,s3://morphology_profiles/filtered_mp/25968-Ph_golgi/merged_25968-Ph_golgi_b17.tif,s3://morphology_profiles/filtered_mp/25968-Mito/merged_25968-Mito_b17.tif
Oc1ccc(Nc2nc(cs2)-c2ccc(Cl)cc2)cc1,25983,B17,s3://morphology_profiles/filtered_mp/25983-Hoechst/merged_25983-Hoechst_b17.tif,s3://morphology_profiles/filtered_mp/25983-ERSyto/merged_25983-ERSyto_b17.tif,s3://morphology_profiles/filtered_mp/25983-ERSytoBleed/merged_25983-ERSytoBleed_b17.tif,s3://morphology_profiles/filtered_mp/25983-Ph_golgi/merged_25983-Ph_golgi_b17.tif,s3://morphology_profiles/filtered_mp/25983-Mito/merged_25983-Mito_b17.tif
Oc1ccc(Nc2nc(cs2)-c2ccc(Cl)cc2)cc1,25984,B17,s3://morphology_profiles/filtered_mp/25984-Hoechst/merged_25984-Hoechst_b17.tif,s3://morphology_profiles/filtered_mp/25984-ERSyto/merged_25984-ERSyto_b17.tif,s3://morphology_profiles/filtered_mp/25984-ERSytoBleed/merged_25984-ERSytoBleed_b17.tif,s3://morphology_profiles/filtered_mp/25984-Ph_golgi/merged_25984-Ph_golgi_b17.tif,s3://morphology_profiles/filtered_mp/25984-Mito/merged_25984-Mito_b17.tif
COc1cccc(Nc2nc(cs2)-c2ccc(O)cc2)c1,26128,G15,s3://morphology_profiles/filtered_mp/26128-Hoechst/merged_26128-Hoechst_g15.tif,s3://morphology_profiles/filtered_mp/26128-ERSyto/merged_26128-ERSyto_g15.tif,s3://morphology_profiles/filtered_mp/26128-ERSytoBleed/merged_26128-ERSytoBleed_g15.tif,s3://morphology_profiles/filtered_mp/26128-Ph_golgi/merged_26128-Ph_golgi_g15.tif,s3://morphology_profiles/filtered_mp/26128-Mito/merged_26128-Mito_g15.tif
COc1cccc(Nc2nc(cs2)-c2ccc(O)cc2)c1,26133,G15,s3://morphology_profiles/filtered_mp/26133-Hoechst/merged_26133-Hoechst_g15.tif,s3://morphology_profiles/filtered_mp/26133-ERSyto/merged_26133-ERSyto_g15.tif,s3://morphology_profiles/filtered_mp/26133-ERSytoBleed/merged_26133-ERSytoBleed_g15.tif,s3://morphology_profiles/filtered_mp/26133-Ph_golgi/merged_26133-Ph_golgi_g15.tif,s3://morphology_profiles/filtered_mp/26133-Mito/merged_26133-Mito_g15.tif
